time_value,346,347,350,351,352,354,355,356,357,358,359,360,362,363
2021-01-07,67.69,29.07,39.95,22.93,36.47,9.3,21.77,161.49,152.32,24.57,8.72,11.51,19.51,12.64
2021-01-08,67.68,29.83,38.82,23.65,34.51,8.31,21.44,160.01,147.48,24.56,7.78,12.47,18.03,12.64
2021-01-09,70.33,29.33,41.9,23.85,34.57,8.28,24.04,170.77,143.41,26.32,9.15,11.53,20.25,14.44
2021-01-10,70.49,29.26,41.87,22.28,33.58,8.26,24.34,163.43,134.03,26.46,9.15,9.5,18.81,13.54
2021-01-11,72.17,28.68,41.79,21.66,31.48,9.1,25.33,168.76,129.76,27.32,8.22,9.48,18.07,12.64
2021-01-12,72.09,27.75,41.77,20.37,30.4,7.22,24.64,164.45,127.97,28.2,8.74,9.49,18.74,11.74
2021-01-13,71.3,27.81,43.82,20.05,26.42,7.09,24.32,162.83,118.14,28.26,10.16,10.5,19.48,11.74
2021-01-14,71.11,27.63,46.75,19.83,27.36,6.0,24.34,162.78,114.95,28.34,10.16,10.5,19.48,10.84
2021-01-15,69.02,27.63,48.85,19.86,31.78,6.09,23.76,161.78,115.06,29.18,10.59,10.53,20.97,10.37
2021-01-16,64.69,28.26,46.75,18.98,31.67,6.1,22.76,150.52,112.01,29.18,10.59,10.5,19.45,9.47
2021-01-17,61.94,27.56,46.8,19.65,28.78,5.98,21.14,145.82,107.89,28.0,10.17,11.52,20.15,10.37
2021-01-18,59.44,28.14,46.8,19.83,29.81,5.22,20.14,143.99,106.05,28.1,10.17,12.52,20.12,10.37
2021-01-19,58.59,28.07,42.87,19.11,28.93,5.11,19.14,140.29,102.03,27.1,10.11,11.52,20.08,11.27
2021-01-20,58.26,27.36,39.89,19.11,30.78,5.09,16.84,138.12,101.09,26.98,8.74,10.5,19.38,10.37
2021-01-21,56.47,26.54,36.97,20.17,28.32,4.19,15.83,134.08,98.29,25.87,7.49,9.53,20.15,10.8
2021-01-22,56.99,25.72,33.07,17.98,29.33,3.28,15.83,128.27,92.04,24.11,7.06,11.57,21.59,10.8
2021-01-23,57.14,26.15,32.95,14.92,28.26,4.14,17.82,126.13,89.42,21.31,6.12,10.55,20.89,9.9
2021-01-24,59.33,24.39,32.98,13.25,29.09,3.24,17.19,127.26,86.17,20.37,7.41,10.55,20.89,9.0
2021-01-25,59.53,22.69,32.13,13.52,30.55,3.22,17.52,128.54,85.9,19.39,6.35,9.61,23.14,9.47
2021-01-26,58.3,20.11,33.08,12.55,31.41,3.19,18.52,132.38,84.92,18.37,6.4,11.62,22.4,8.57
2021-01-27,56.11,19.11,34.08,11.89,30.42,3.19,19.51,133.96,86.61,16.77,6.41,10.63,22.36,8.57
2021-01-28,55.37,19.11,33.08,12.64,30.41,3.29,19.82,135.47,82.55,17.67,7.35,9.63,22.33,8.57
2021-01-29,53.06,18.47,32.98,10.64,26.45,4.05,19.5,132.08,82.04,19.23,7.34,9.58,20.85,8.57
2021-01-30,51.84,16.39,29.12,11.64,25.37,4.05,17.51,127.67,77.38,19.15,6.92,9.54,20.84,8.57
2021-01-31,50.83,16.51,30.04,11.65,24.3,2.14,17.51,128.41,78.11,18.21,5.57,8.53,20.11,7.67
2021-02-01,49.51,16.44,27.94,11.72,20.94,2.14,16.88,124.88,73.04,18.29,6.51,7.49,18.63,8.1
2021-02-02,45.82,15.74,26.84,9.95,18.91,2.23,16.19,119.69,71.35,16.47,5.09,5.45,17.15,8.1
2021-02-03,44.41,14.79,23.89,9.85,17.02,1.32,14.19,115.78,66.09,16.37,4.65,6.47,17.89,8.1
2021-02-04,44.23,14.44,23.96,10.59,16.99,2.16,15.19,113.43,64.83,14.65,4.26,6.47,17.89,8.1
2021-02-05,41.77,13.62,23.86,8.21,18.92,1.26,15.2,112.51,62.41,12.87,4.26,7.43,16.41,8.1
