time_value,179,180,181,183,184,185,186,187,188
2020-08-01,4.877987,2.337793,6.60088,4.453503,2.94817,3.55032,8.170352,2.76015,2.45322
2020-08-02,5.023754,2.343996,6.04264,4.485361,2.633492,3.604654,7.552964,2.608136,2.221948
2020-08-03,5.265228,2.397744,5.628637,5.014021,2.429037,3.623224,7.114011,2.453996,2.033232
2020-08-04,5.062202,2.490928,5.443305,5.049861,1.75777,3.633242,6.951248,2.771484,2.449854
2020-08-05,5.144297,2.883929,5.773347,4.877745,1.737813,3.987864,7.958106,2.633678,2.994966
2020-08-06,5.598765,2.964342,5.450155,4.707947,1.658075,4.345089,7.816717,3.192709,3.266512
2020-08-07,5.444603,2.765199,5.599334,4.588979,2.156395,4.173634,8.002683,3.081871,3.248133
2020-08-08,5.203727,2.708752,5.571054,4.664712,2.553328,4.894127,7.952479,2.905989,3.096303
2020-08-09,5.187672,2.702698,5.464061,5.829526,2.821772,5.418622,7.820324,2.703299,2.920313
2020-08-10,5.233582,2.694405,5.406124,6.06138,3.036107,5.795146,7.791191,2.499508,2.792925
2020-08-11,5.425927,2.7591,5.478473,6.221111,3.32802,6.603139,7.89607,2.810693,2.87435
2020-08-12,5.465041,2.989412,5.665644,5.634788,4.029204,6.476264,8.305361,2.545083,2.868695
2020-08-13,5.201055,2.997391,5.774303,5.307209,3.658769,5.455259,8.497253,2.57224,2.542399
2020-08-14,4.925577,3.076555,5.369114,5.059339,3.308651,4.207462,8.160878,2.59874,2.17063
2020-08-15,5.229899,3.313167,5.43468,4.865921,3.003659,3.330883,8.09826,2.716863,1.906232
2020-08-16,5.788577,3.439472,5.516281,4.918199,2.780423,2.725194,8.018842,2.762064,1.702044
2020-08-17,6.389506,3.556082,5.6396,4.611279,2.527315,2.304995,8.036397,2.785911,1.54367
2020-08-18,6.31471,3.139964,5.705991,4.910347,2.494912,2.159922,8.107386,3.106418,1.741318
2020-08-19,5.91174,3.071871,6.041501,4.439589,2.409531,2.031804,8.672416,3.257103,2.133107
2020-08-20,5.912598,2.759098,6.151169,4.078964,2.363495,2.109139,8.740369,3.727878,1.961535
2020-08-21,5.416256,2.549195,5.636062,3.937487,2.370204,2.01919,8.091711,3.495699,1.756102
2020-08-22,5.73414,2.619644,6.086249,3.560668,2.440814,1.766746,8.246848,3.870426,1.591076
2020-08-23,5.977056,2.652163,6.540463,4.904972,2.544965,1.681625,8.436849,4.089357,1.48601
2020-08-24,6.236136,2.732161,7.018496,5.157935,2.625342,1.616774,8.815382,4.165343,1.432764
2020-08-25,5.875559,2.899113,7.263151,5.244778,2.962565,1.587304,8.824249,4.41563,2.240574
2020-08-26,5.520581,2.68881,8.007894,4.740411,3.092242,2.742874,9.920303,4.329582,2.816405
2020-08-27,5.231566,2.784747,7.93094,4.378958,2.920397,3.818439,10.374612,4.077179,3.115805
2020-08-28,5.397462,2.552674,7.619737,4.090859,3.136382,3.830621,9.712904,4.253251,2.791502
2020-08-29,5.065503,2.45752,7.17667,3.987996,3.165767,4.336425,9.31919,3.910912,2.847987
2020-08-30,5.036995,2.495565,6.84984,4.983315,3.142052,4.789291,9.016649,3.606708,2.944585
2020-08-31,5.178822,2.591672,6.492362,4.889194,3.092018,5.33732,8.752844,3.25777,3.009891
2020-09-01,4.83784,3.116928,6.423714,4.811791,3.542015,5.74932,8.545328,4.329378,3.042443
2020-09-02,5.189023,3.411585,6.248144,4.814199,3.665978,7.477362,8.781625,4.138585,3.114866
2020-09-03,5.825849,3.535603,5.862464,4.213231,3.478091,9.985116,8.310072,3.664054,3.052718
2020-09-04,5.646248,3.956777,6.007862,3.568697,3.138089,10.189941,7.915751,3.586985,3.388446
2020-09-05,5.717322,4.392854,5.986818,3.831549,2.951825,9.278688,8.007869,3.820776,3.589902
2020-09-06,5.867509,4.767586,5.910273,4.33127,2.81354,8.5031,7.946211,3.989687,3.720939
2020-09-07,6.080322,4.980699,5.920455,4.16331,2.645412,7.701952,8.023573,4.024867,3.795711
2020-09-08,6.312399,6.113522,6.414481,5.955703,2.779321,7.09238,8.666175,4.642857,3.821139
2020-09-09,5.729531,5.458558,7.057278,5.923724,2.964556,6.493912,9.761955,4.63022,3.595254
2020-09-10,6.504352,5.295474,6.408207,5.62788,2.88055,5.508974,9.112191,5.209873,3.540825
2020-09-11,6.875257,5.707549,6.921276,5.208327,2.565591,5.384436,9.684358,5.917348,3.468185
2020-09-12,6.65495,5.309206,6.785397,5.097476,2.546483,5.811095,9.619501,5.864386,3.310836
2020-09-13,6.626043,4.949608,6.559099,5.173144,2.421422,6.295622,9.35037,5.865983,3.220065
2020-09-14,6.708791,4.593901,6.353873,4.400545,2.269341,6.679008,9.063282,5.765621,3.091686
2020-09-15,6.788997,4.226375,6.301349,4.23858,2.259831,6.397921,8.884574,5.360562,3.094504
2020-09-16,6.436686,4.028294,6.314149,4.17332,2.288878,5.865067,9.379499,5.006356,2.977258
2020-09-17,6.57502,3.515356,6.322746,4.457601,1.972503,6.064585,9.180055,4.640659,3.195882
2020-09-18,6.531213,3.684527,6.592107,4.240238,2.417216,6.243982,9.735716,4.409813,3.3708
2020-09-19,6.26848,3.696565,6.460046,4.095105,2.644944,5.636715,9.460618,4.213045,3.687871
2020-09-20,6.147024,3.778823,6.273535,4.436087,2.657977,5.210612,9.12945,4.019433,3.902327
2020-09-21,6.105028,3.798137,6.111327,3.736769,2.622942,4.885456,8.796187,3.821111,3.711039
2020-09-22,5.830052,3.690768,5.63092,3.71163,2.866654,4.347408,8.246281,3.579167,3.442044
