time_value,257,258,259,260,261,262
2020-08-01,0.4182031,0.0154226,0.2113013,0.0,0.0,0.0982572
2020-08-02,0.3397255,0.1049589,0.2488667,0.0,0.0602904,0.0772914
2020-08-03,0.5348359,0.1813935,0.30456,0.1224498,0.1179403,0.1498203
2020-08-04,0.5040638,0.144046,0.2886909,0.1378804,0.0998972,0.1248309
2020-08-05,0.5197261,0.2167626,0.2819551,0.1433558,0.0858148,0.0589394
2020-08-06,0.4587029,0.1197665,0.2692469,0.1458447,0.1562269,0.1418519
2020-08-07,0.4527291,0.238436,0.2162203,0.1110012,0.0800938,0.1653159
2020-08-08,0.4613393,0.1077551,0.2079513,0.1005482,0.0,0.0403651
2020-08-09,0.3910026,0.119353,0.1915498,0.0,0.0598503,0.0857698
2020-08-10,0.5947675,0.2154776,0.2900027,0.1831769,0.1113392,0.0989004
2020-08-11,0.4828346,0.1666314,0.284162,0.1214542,0.0796537,0.1623713
2020-08-12,0.4761496,0.2383086,0.2442473,0.0,0.0998972,0.1465736
2020-08-13,0.5364901,0.1800296,0.2530124,0.0,0.0866949,0.1832801
2020-08-14,0.2732392,0.259625,0.2588748,0.1055258,0.0492885,0.1412173
2020-08-15,0.3727172,0.0360401,0.224487,0.092584,0.0682117,0.0352532
2020-08-16,0.3888221,0.0002749,0.1962699,0.0995527,0.0,0.0406307
2020-08-17,0.4800156,0.1358934,0.2774067,0.1055258,0.1003373,0.1573032
2020-08-18,0.5414269,0.1695046,0.2626903,0.0691891,0.0946163,0.1586672
2020-08-19,0.4606177,0.113048,0.2439646,0.130414,0.1245414,0.1032838
2020-08-20,0.4161867,0.1520026,0.2536418,0.0786466,0.0620507,0.1311325
2020-08-21,0.351584,0.145104,0.1965508,0.1289207,0.1205808,0.1382694
2020-08-22,0.3068119,0.1671726,0.1820757,0.0881041,0.0598503,0.0516935
2020-08-23,0.4006468,0.1101046,0.1597167,0.0955706,0.104298,0.0724424
2020-08-24,0.4038279,0.2109681,0.2558492,0.1015437,0.1060583,0.0915535
2020-08-25,0.36127,0.0973577,0.2569866,0.1284229,0.1060583,0.1486285
2020-08-26,0.3882621,0.1341428,0.2539992,0.132405,0.1496258,0.1109427
2020-08-27,0.366819,0.0982583,0.2770063,0.0985571,0.1210208,0.1253195
2020-08-28,0.4084936,0.0898059,0.2301592,0.0676958,0.0457679,0.1021949
2020-08-29,0.2756022,0.0591011,0.2041865,0.1129923,0.0510488,0.0389209
2020-08-30,0.3853989,0.1906492,0.2030451,0.0,0.0563297,0.0253813
2020-08-31,0.4637829,0.183952,0.2417339,0.1543066,0.1285021,0.1738628
2020-09-01,0.5392126,0.1466014,0.281214,0.1274274,0.0765732,0.2004385
2020-09-02,0.5112696,0.1123366,0.2624593,0.1080146,0.0787736,0.1777076
2020-09-03,0.5467909,0.1318934,0.2271896,0.1284229,0.0690919,0.1458005
2020-09-04,0.381783,0.1281514,0.1758727,0.1055258,0.0990171,0.1078689
2020-09-05,0.330688,0.0929864,0.1634451,0.0,0.0946163,0.0568038
2020-09-06,0.4226683,0.1082681,0.222014,0.0,0.0492885,0.0365257
2020-09-07,0.4280507,0.0462647,0.2396519,0.1194632,0.0585301,0.153499
2020-09-08,0.5718318,0.1542237,0.2683399,0.1095079,0.0906556,0.1570667
2020-09-09,0.4644264,0.2063303,0.2827775,0.0811354,0.0954964,0.1654273
2020-09-10,0.3709222,0.144584,0.3017918,0.1752127,0.1007774,0.1473497
2020-09-11,0.5000258,0.1546036,0.2255644,0.0686913,0.1003373,0.1348157
2020-09-12,0.3455192,0.1147259,0.1896112,0.0,0.0501686,0.0001465
2020-09-13,0.3997064,0.0452154,0.1858224,0.0,0.046208,0.048998
2020-09-14,0.2255909,0.1932965,0.2265963,0.1289207,0.0664514,0.1255423
2020-09-15,0.3053919,0.115702,0.2720644,0.1363871,0.1469853,0.1615709
2020-09-16,0.390737,0.1409136,0.2481598,0.0871086,0.1412643,0.1293003
2020-09-17,0.3616166,0.1921535,0.2734709,0.1592843,0.0941762,0.1474717
2020-09-18,0.4425039,0.151778,0.2370148,0.0686913,0.1201407,0.1251248
