time_value,115,116,118,119,120,122,123,124,127,129,130,131,133,134,137,139,140,141
2020-09-08,0.0,0.0,7.4673094,4.3186902,0.0,0.0,10.5870634,0.0,10.837618,0.0,11.0431149,0.0,0.0,8.6368085,0.0,0.0,0.0,5.5846244
2020-09-09,6.9418167,6.9367781,11.2799882,5.3895131,14.1076215,6.5352994,9.1719763,4.9384258,10.8477269,7.3107775,8.4473607,9.2413784,0.0,7.887005,10.2677506,10.4445159,7.1721643,11.3306258
2020-09-10,8.026378,9.1851966,12.1053742,5.3543922,14.3054644,8.3903353,8.1167328,8.0789447,11.5349589,6.1222568,8.6442641,9.4765704,14.064021,8.194779,9.3686388,10.0999234,13.0224625,10.7600346
2020-09-11,8.1701969,7.3969563,12.3132867,5.4130626,14.1171417,8.9099826,8.1345432,9.1849914,13.0091529,5.2657688,7.9025169,9.9310723,9.6178095,7.3087443,9.3444103,8.2331161,14.0005965,10.1611149
2020-09-12,8.1991076,6.4813526,11.4718287,6.2749049,13.2901034,9.0221506,8.4164019,9.0572985,13.1093736,6.3223887,7.9773745,9.4027278,11.7761319,7.7362209,9.9848074,8.5156253,13.2116103,9.6490105
2020-09-13,10.5756323,8.4612745,10.8012225,6.1755385,12.0789626,9.090029,9.4077194,9.7892007,12.0562432,5.3716977,8.2759417,9.1015121,11.0459158,7.3154038,9.8750033,8.1496635,12.3258971,10.3152646
2020-09-14,9.8519865,8.4117918,10.5448757,6.691667,11.6751976,9.0549065,9.3079548,10.2822921,12.0361824,5.5942271,8.62186,9.9770554,10.6330247,7.4395747,10.1707367,9.5296437,13.1230578,10.025288
2020-09-15,9.8461982,9.1701183,10.9413863,7.3607723,11.2581789,8.8517171,8.9322816,9.2842368,12.1218534,6.3936925,8.2411814,9.5094682,10.0064598,6.8956179,10.4184722,9.1915613,14.2455596,9.912155
2020-09-16,10.2042856,9.1037429,10.0344263,7.2770905,11.8680443,9.3269131,9.8649695,8.8448024,12.4128314,6.0025222,8.2735184,10.8079698,9.9002778,7.000721,9.5973279,9.2714541,14.0572039,9.2488045
2020-09-17,10.858914,8.5679847,9.802511,7.5926568,11.5460205,9.5950863,11.0703108,9.1452161,11.8836879,6.9337988,7.7147613,10.6394554,9.6517662,6.5987539,9.442827,10.0909632,13.2474628,8.5268439
2020-09-18,10.9167651,8.7512216,9.24779,7.6341856,10.9640358,8.6678413,11.8450893,8.0565344,11.6864054,8.3756942,8.4744352,10.5328176,9.6281954,6.5179599,11.0703709,11.3593024,12.9232772,8.7679992
2020-09-19,10.6102496,10.0471533,9.9366334,8.1729788,10.6511493,8.3379366,12.502987,9.0127611,12.1242613,9.0857835,8.4457542,10.8150681,7.3068666,7.0430691,10.6538357,11.4815514,13.6153814,9.0487736
2020-09-20,8.3295065,9.0308127,10.0399528,8.3390518,12.3872218,7.9019805,11.244948,8.2351296,13.8351147,9.3476193,8.3944656,10.2995404,8.4908729,6.9598921,10.5701868,11.02327,13.4410749,8.7573376
2020-09-21,8.8345534,9.3184121,9.6722898,8.3674774,13.9673679,7.7990605,10.8651193,8.1651141,13.3100396,9.2564394,8.2753456,9.2102406,7.6860919,6.1002387,9.5381745,10.3760698,13.2051164,9.3018661
2020-09-22,7.3836514,7.1911472,9.4299857,7.5128162,12.7752418,7.7908568,10.6784127,10.0586111,13.2821753,8.0044003,8.2769259,8.4162839,6.7481264,6.4990955,9.5447145,10.0116284,12.4923022,10.051373
2020-09-23,6.7113647,7.9296545,9.9274736,8.6022176,11.9513434,7.416899,9.4397063,9.3336828,13.6463912,8.3426657,8.5172037,7.2774384,5.8646743,7.2297615,9.3699133,10.2204014,13.374857,9.7952751
