time_value,115,116,118,119,120,122,123,124,127,129,130,131,133,134,137,139,140,141
2021-01-07,285.2,398.75,2508.52,928.38,543.9,287.45,2175.66,399.64,4054.96,525.4,3683.55,276.84,242.72,1022.94,332.52,326.25,902.89,1405.53
2021-01-08,255.76,425.15,2576.28,1013.7,631.62,341.9,2004.52,397.35,4121.48,629.82,3687.39,261.46,117.66,885.37,284.0,347.85,1036.15,1274.7
2021-01-09,231.84,396.0,1984.32,881.45,364.3,289.86,1541.81,292.86,3197.64,381.1,2787.72,238.8,236.54,760.44,256.22,324.0,783.47,1220.68
2021-01-10,207.0,267.85,1596.72,725.58,391.26,211.04,1300.99,227.6,2841.08,329.03,2016.69,214.38,108.7,587.41,215.76,219.15,502.99,750.72
2021-01-11,106.72,223.3,1702.64,589.85,196.78,210.66,880.75,296.25,2532.08,224.41,2671.73,136.54,106.12,396.26,119.95,182.7,280.61,1079.22
2021-01-12,241.96,269.5,1671.04,845.84,400.16,221.98,1645.07,294.64,3369.56,410.95,2674.06,239.68,187.96,798.24,304.17,220.5,947.89,790.66
2021-01-13,225.4,265.65,1558.88,841.64,403.94,227.85,1395.44,295.04,3003.2,337.89,2695.78,288.58,179.34,654.25,279.62,217.35,626.65,923.59
2021-01-14,149.96,210.1,1939.76,706.83,428.88,244.12,1212.54,269.77,3050.36,278.37,2568.68,178.8,165.1,860.35,137.97,171.9,784.18,1021.12
2021-01-15,184.92,388.3,2350.44,822.06,565.38,226.01,1703.12,320.08,3248.96,502.13,3033.05,351.94,251.94,891.63,372.27,317.7,762.77,1060.37
2021-01-16,126.96,240.35,1548.68,726.95,390.96,212.1,963.85,281.87,2850.68,356.2,2344.87,172.08,86.16,621.45,134.5,196.65,546.06,743.94
2021-01-17,203.32,181.5,1652.52,562.43,268.72,190.82,696.48,217.34,2849.92,189.68,2026.64,116.88,108.58,423.09,110.01,148.5,524.17,862.82
2021-01-18,67.16,174.35,1219.96,464.88,159.56,163.45,614.26,182.9,2189.88,170.94,1359.34,115.48,61.28,308.47,105.52,142.65,155.85,527.37
2021-01-19,84.64,217.25,1274.92,528.58,223.56,147.09,1178.89,181.79,2211.84,223.66,1875.83,172.84,191.8,352.91,183.32,177.75,535.44,650.15
2021-01-20,308.2,174.35,1572.64,626.64,291.24,144.42,887.68,213.74,2717.6,312.64,2580.53,170.5,152.28,721.57,167.59,142.65,709.44,580.08
2021-01-21,140.76,177.65,1682.64,665.48,343.38,226.27,1072.13,242.05,2580.56,305.53,2311.87,201.92,622.6,737.69,192.91,145.35,753.41,926.25
