time_value,001,009,011,012,014,015,023,025,033,043,056,058,065,069,077,079,080,081,082,083,085,086,087,091,096,102,103,107,109,110,111,113,116,118,119,123,124,127,130,137,139,141,144,150,154,155,156,158,161,163,164,166,183,186,205,227,230,231,223,226,232,233,234,235,236,244,245,251,256,268,273,311,312,318,283,284,285,288,289,291,292,293,279,297,299,301,303,304,308,327,328,329,339,340,344,346,356,357,358,364,379,380,385,391,393,394,396,397,402,412,413,423,426,437,439,441,449,451
2020-08-01,0.0160742,1.47e-05,0.1224539,0.1027108,0.1407853,0.1050656,0.1590893,0.134403,0.1366707,0.1993821,0.1403979,0.00501,0.1210888,0.1787959,0.1112495,0.1607889,0.1369145,0.0932931,0.1414192,9.3e-06,0.1796812,3.06e-05,4.6e-05,0.1285607,0.1592125,0.0696416,0.0081665,3.89e-05,0.0633333,0.0264821,0.0315496,0.0579471,0.1433333,0.1753057,0.0465993,0.0735421,0.0322453,0.2231096,0.0504079,0.0003042,0.1433333,0.1427046,0.0853187,0.0981861,0.0170313,0.135897,0.14,0.0522997,0.1324533,0.1070922,0.0533152,0.1197951,0.0410416,0.0347084,0.090751,0.0426851,0.0016453,0.0952928,0.0758326,0.1362062,0.053965,0.12232,0.1376664,0.0051278,0.0,0.1292465,0.1368998,0.0561797,0.0,0.0467912,0.0647882,0.0468232,3.28e-05,0.0495009,0.0080812,0.0883527,0.0034261,0.0231089,0.0993216,0.0052142,0.0419816,0.0,0.2060836,0.0598679,0.0631549,0.1036532,0.0771936,0.0653648,0.0738991,0.0680122,0.1035923,0.0587427,0.0878689,0.0486797,0.015369,0.0082004,0.0699798,0.0629957,0.0082566,0.0394928,0.0968339,0.0404472,0.0873968,0.1208001,0.0743738,0.1383042,0.0700337,0.1264164,0.2195385,0.1158687,0.000283,0.050313,0.0701422,0.0001064,0.0772389,0.2117393,0.0,0.086103
2020-08-02,0.0132376,1.21e-05,0.1366927,0.1146607,0.1571557,0.1508634,0.1360558,0.123561,0.1521439,0.2094774,0.1405228,0.0054907,0.1410866,0.1993946,0.1227293,0.1978677,0.1468916,0.0758347,0.134991,8.5e-06,0.0559631,2.23e-05,4.39e-05,0.1411059,0.1175829,0.0619036,0.028954,3.46e-05,0.08,0.0189158,0.0801177,0.0390011,0.16,0.1848494,0.0860017,0.0752523,0.0246582,0.2153263,0.0557704,0.0005616,0.16,0.1091271,0.1113263,0.0685019,0.0152394,0.140203,0.1433333,0.061512,0.1447483,0.1045757,0.067344,0.1166092,0.0568268,0.0355348,0.0963357,0.0492615,0.0011517,0.0704262,0.0645933,0.1068561,0.0534006,0.119014,0.0955441,0.0053907,0.0429987,0.1358746,0.1310606,0.0525158,0.0,0.0502146,0.0560853,0.0494245,3.7e-05,0.0558881,0.010565,0.108466,0.0311871,0.0716376,0.0515873,0.0154816,0.0622953,0.0154699,0.2347003,0.0711171,0.0924719,0.0937166,0.0970164,0.0,0.0320229,0.0632672,0.0873425,0.0546443,0.0511476,0.0578071,0.0262177,0.0091021,0.066998,0.0572688,0.0089746,0.0588736,0.1296882,0.0310577,0.0664976,0.12946,0.1031636,0.1255546,0.0875421,0.1411989,0.2744231,0.0990149,0.0002153,0.0586985,0.0599131,0.025393,0.087311,0.1522313,0.0489197,0.0776321
2020-08-03,0.0198564,1.81e-05,0.1253016,0.1049767,0.1440594,0.1400874,0.14523,0.1344023,0.1212001,0.1817154,0.1403947,0.0049947,0.1174345,0.1624285,0.105748,0.1530476,0.1260982,0.0938972,0.1221347,9.3e-06,0.1416733,2.93e-05,3.98e-05,0.1285591,0.1528079,0.0670623,0.0440921,3.75e-05,0.1233333,0.0283737,0.0608525,0.0588473,0.1433333,0.1681018,0.0788363,0.0991963,0.0252904,0.1963414,0.0504079,0.0005148,0.1433333,0.1119252,0.098269,0.1278702,0.0152367,0.1349484,0.1433333,0.0660698,0.149465,0.0765054,0.0045299,0.1166092,0.0515651,0.0355348,0.0879587,0.0672076,0.0005484,0.038498,0.0627346,0.1388994,0.0507659,0.119014,0.1181213,0.0042074,0.0533184,0.1060484,0.1114103,0.0519234,0.018251,0.0546823,0.0512503,0.036418,4.44e-05,0.0670657,0.0148434,0.0353761,0.0165814,0.0647049,0.0584031,0.003364,0.0270849,0.0,0.2282393,0.1246967,0.0496206,0.0990304,0.0801534,0.0307599,0.0738991,0.0537771,0.101561,0.0464477,0.0891803,0.1004018,0.0283868,0.0155088,0.0898892,0.0544054,0.0129234,0.0618866,0.1123965,0.0310577,0.081697,0.1244538,0.0671763,0.1202118,0.0748971,0.1183389,0.2347842,0.0863753,0.0002646,0.0519901,0.0409163,0.0253769,0.0756664,0.1422937,0.0,0.0716645
2020-08-04,0.0198564,1.81e-05,0.1139106,0.095561,0.1309631,0.1104535,0.1215959,0.1040499,0.0876824,0.1690962,0.1400614,0.0041579,0.1231405,0.166068,0.099412,0.149099,0.1297035,0.0346552,0.1060644,7.2e-06,0.100996,1.59e-05,3.45e-05,0.1066181,0.0855601,0.0619036,0.0394469,3.46e-05,0.0866667,0.022699,0.0159084,0.0689894,0.17,0.1713446,0.0609225,0.1111682,0.0322453,0.2043585,0.0450453,0.0003978,0.17,0.1427046,0.0910222,0.132437,0.0147919,0.1258736,0.1266667,0.0554959,0.1285533,0.1094512,0.0831241,0.106686,0.0557745,0.0314028,0.1019204,0.0616284,0.0013162,0.0791581,0.0646366,0.1229895,0.0481943,0.1090962,0.110661,0.0046018,0.0447186,0.1159905,0.1192541,0.0439667,0.0,0.0620429,0.0522173,0.0429213,3.59e-05,0.0542913,0.0292274,0.0686975,0.0047136,0.0600832,0.0639447,0.0057188,0.0460444,0.0154699,0.1839033,0.1045646,0.065409,0.0902843,0.0987982,0.0403724,0.0886789,0.0775023,0.0832801,0.0573766,0.0590164,0.0258611,0.0189852,0.0117331,0.0778424,0.0587006,0.0064617,0.0252915,0.1002922,0.0390027,0.0683975,0.119348,0.0911678,0.1173911,0.0486345,0.1309727,0.1524573,0.1032283,0.0002215,0.0419275,0.0555293,0.1356896,0.0991843,0.1456145,0.0,0.09965
2020-08-05,0.0189108,1.72e-05,0.1167583,0.0979348,0.1342372,0.1266175,0.1276318,0.1452387,0.1366732,0.1993821,0.1305135,0.0035943,0.137432,0.1648571,0.1024835,0.1457786,0.1297036,0.0764388,0.1124925,1e-05,0.1226693,2.68e-05,3.66e-05,0.0909511,0.1396057,0.0928554,0.0388291,5.19e-05,0.0533333,0.022699,0.0313688,0.0503763,0.1166667,0.1609594,0.0645049,0.1009065,0.0328776,0.1827791,0.0557704,0.0004212,0.1166667,0.1455028,0.0893676,0.1187366,0.0174806,0.1254844,0.1266667,0.0419707,0.11346,0.1205645,0.0785154,0.1140725,0.045251,0.0314028,0.0781855,0.0510507,0.0005484,0.0366374,0.0647288,0.1298737,0.0481522,0.1157081,0.106102,0.00355,0.0378388,0.0894784,0.0938811,0.0561797,0.0,0.0676296,0.0473824,0.0494245,5.28e-05,0.0798402,0.0001378,0.0300696,0.0009127,0.020798,0.0013179,0.0028594,0.0230222,0.0,0.2250334,0.1105104,0.0699199,0.0886277,0.0937661,0.0422949,0.024633,0.0680122,0.0771864,0.0573766,0.0367213,0.0471584,0.0262177,0.0048245,0.0603751,0.0501102,0.0082566,0.0588849,0.1158548,0.0310577,0.0664976,0.1230331,0.0767729,0.092184,0.0525253,0.1230508,0.1646539,0.1053349,0.0002153,0.0452817,0.0716035,8.7e-05,0.0629923,0.0959872,0.029983,0.0286752
2020-08-06,0.0,0.0,0.1053673,0.0883242,0.1211409,0.1239235,0.1220694,0.1040562,0.1186242,0.1665724,0.1303067,0.0049816,0.133716,0.1463606,0.0819084,0.1535379,0.128694,0.0989917,0.1189207,7.2e-06,0.1563478,2.8e-05,3.87e-05,0.1285644,0.1460103,0.0361104,0.0396376,2.02e-05,0.0433333,0.0,0.0073091,0.0534425,0.14,0.1673527,0.0627133,0.0838037,0.0271872,0.1841932,0.0386103,0.0004095,0.14,0.1203196,0.0910653,0.1347204,0.0116543,0.130788,0.1333333,0.0544987,0.1328617,0.0868637,0.0669866,0.1015451,0.0420939,0.0330556,0.0670161,0.0709774,0.0,0.0074426,0.0717758,0.1330857,0.0505152,0.1124021,0.1136495,0.0051278,0.0275192,0.1292465,0.1312937,0.0509439,0.0252707,0.0507285,0.0638212,0.0338168,4.76e-05,0.0718561,0.0002757,0.0406825,0.0107517,0.041596,0.028523,0.0038686,0.0311477,0.0257831,0.1776384,0.0711171,0.0563878,0.0913533,0.082069,0.0499849,0.0320229,0.0521954,0.0914049,0.0437155,0.0367213,0.0684558,0.0198893,0.0107273,0.0676232,0.0229075,0.0096925,0.047582,0.0916464,0.0353913,0.0759972,0.106767,0.0335881,0.1092929,0.0593341,0.1166301,0.1859979,0.0969085,0.0002461,0.0402504,0.0496841,0.0345686,0.0768248,0.1323739,0.0173586,0.0621785
2020-08-07,0.0264751,2.41e-05,0.1167583,0.0978605,0.1342372,0.0457978,0.1310824,0.1235496,0.0722078,0.1514295,0.1236351,0.0021369,0.0933363,0.1684965,0.09005,0.1419735,0.1084121,0.0989312,0.1253488,8.5e-06,0.0909829,0.0,4.08e-05,0.0533202,0.004848,0.0309518,0.0481194,1.73e-05,0.0333333,0.0189158,0.0533931,0.0498336,0.1533333,0.1428812,0.0394312,0.0803832,0.0246582,0.1864759,0.0482629,0.0002574,0.1533333,0.1091271,0.0814476,0.1415706,0.0138947,0.1270658,0.13,0.0573133,0.13283,0.0946979,0.0599445,0.1059622,0.0473557,0.0322292,0.0684123,0.0620637,0.0005484,0.0379664,0.0651843,0.1346391,0.048466,0.1124021,0.1031135,0.0042074,0.0447186,0.1060484,0.1079604,0.0476306,0.0,0.0328161,0.081227,0.0325161,2.96e-05,0.0447105,0.0093695,0.0754303,0.0106014,0.0,0.0799212,0.0062234,0.0501071,0.0335181,0.1870275,0.1164204,0.0360896,0.0962125,0.0793362,0.0595973,0.0837523,0.0616855,0.0690615,0.0437155,0.0786885,0.0304248,0.0135609,0.0096059,0.0592198,0.0515419,0.0114875,0.0591976,0.088188,0.0353913,0.053198,0.1152699,0.0335881,0.1275323,0.0641976,0.1073879,0.2012436,0.0800546,0.0001723,0.0201252,0.0496841,0.0529648,0.0884887,0.1323882,0.0,0.0713003
2020-08-08,0.0,0.0,0.0996718,0.0835423,0.1145927,0.0,0.1174346,0.145225,0.1160414,0.143858,0.1140001,0.0017764,0.1042301,0.1551564,0.0695203,0.1446307,0.1363243,0.0666322,0.1221347,1e-05,0.0486324,0.0,3.98e-05,0.0439211,0.0044549,0.0309518,0.0096513,1.73e-05,0.0,0.0245905,0.0250954,0.0766935,0.0933333,0.1670619,0.043017,0.1197196,0.026555,0.1782583,0.0471904,0.0002808,0.0933333,0.1175215,0.0763718,0.1415706,0.015238,0.1186484,0.1233333,0.0498557,0.1205033,0.0897769,0.0341765,0.1061786,0.048408,0.0305764,0.0698085,0.0475019,0.0010969,0.0666296,0.0435307,0.1148945,0.0375099,0.0859546,0.103288,0.0034185,0.032679,0.0861644,0.0939977,0.0508955,0.0238668,0.0543093,0.0860619,0.0455226,3.7e-05,0.0558881,0.0004747,0.0757727,0.0048856,0.0716376,0.0562976,0.0063916,0.0514614,0.024494,0.1680777,0.1091292,0.0225541,0.0941769,0.0901526,0.0,0.1034587,0.0506138,0.073124,0.0491799,0.0734426,0.076062,0.0256746,0.0039854,0.0397597,0.0415199,0.0068207,0.0024291,0.088188,0.0397249,0.0645976,0.0986318,0.0359873,0.1171007,0.0291807,0.1144814,0.0914744,0.0737349,0.0002092,0.0352191,0.0467615,9.35e-05,0.0677876,0.1522064,0.0520758,0.0611788
2020-08-09,0.0132376,1.21e-05,0.108215,0.0908353,0.124415,0.1266175,0.1481218,0.1170558,0.1263549,0.1842392,0.1204316,0.0022833,0.1044847,0.1624285,0.0791663,0.1527538,0.1095003,0.0443813,0.1092784,8.1e-06,0.0593096,1.72e-05,3.56e-05,0.0564598,0.0911785,0.056745,0.016333,3.17e-05,0.0466667,0.0208074,0.0768592,0.0767112,0.13,0.1596288,0.0770407,0.0838037,0.0252904,0.1976776,0.0386103,0.0005031,0.13,0.1119252,0.0809048,0.1347204,0.0192712,0.1247304,0.13,0.0553309,0.128585,0.1086073,0.0321153,0.1207353,0.0378845,0.0322292,0.090751,0.0484544,0.0,0.006911,0.0405651,0.1272735,0.0562649,0.1289318,0.1285919,0.0051278,0.0292391,0.1292465,0.1334499,0.0415241,0.0,0.0663366,0.0647882,0.0494245,4.12e-05,0.0622753,0.0261301,0.0591403,0.0119844,0.0277307,0.0674863,0.0048778,0.0392731,0.0193374,0.1775976,0.0557958,0.0699207,0.0927498,0.0814488,0.0576748,0.0640459,0.0490321,0.0974986,0.0519121,0.08,0.0425947,0.0144649,0.0100452,0.0539671,0.0300661,0.0064617,0.024786,0.1106673,0.0491145,0.0493982,0.0953177,0.0647771,0.1144493,0.0359895,0.094987,0.1128184,0.0842678,0.00016,0.050313,0.0467615,0.0276652,0.0688174,0.0761512,0.0489197,0.0616593
