time_value,023,025,033,043,056,058,065,069,077,079,080,081,082,083,085,086,087,091,096
2020-08-01,0.1590893,0.134403,0.1366707,0.1993821,0.1403979,0.00501,0.1210888,0.1787959,0.1112495,0.1607889,0.1369145,0.0932931,0.1414192,9.3e-06,0.1796812,3.06e-05,4.6e-05,0.1285607,0.1592125
2020-08-02,0.1360558,0.123561,0.1521439,0.2094774,0.1405228,0.0054907,0.1410866,0.1993946,0.1227293,0.1978677,0.1468916,0.0758347,0.134991,8.5e-06,0.0559631,2.23e-05,4.39e-05,0.1411059,0.1175829
2020-08-03,0.14523,0.1344023,0.1212001,0.1817154,0.1403947,0.0049947,0.1174345,0.1624285,0.105748,0.1530476,0.1260982,0.0938972,0.1221347,9.3e-06,0.1416733,2.93e-05,3.98e-05,0.1285591,0.1528079
2020-08-04,0.1215959,0.1040499,0.0876824,0.1690962,0.1400614,0.0041579,0.1231405,0.166068,0.099412,0.149099,0.1297035,0.0346552,0.1060644,7.2e-06,0.100996,1.59e-05,3.45e-05,0.1066181,0.0855601
2020-08-05,0.1276318,0.1452387,0.1366732,0.1993821,0.1305135,0.0035943,0.137432,0.1648571,0.1024835,0.1457786,0.1297036,0.0764388,0.1124925,1e-05,0.1226693,2.68e-05,3.66e-05,0.0909511,0.1396057
2020-08-06,0.1220694,0.1040562,0.1186242,0.1665724,0.1303067,0.0049816,0.133716,0.1463606,0.0819084,0.1535379,0.128694,0.0989917,0.1189207,7.2e-06,0.1563478,2.8e-05,3.87e-05,0.1285644,0.1460103
2020-08-07,0.1310824,0.1235496,0.0722078,0.1514295,0.1236351,0.0021369,0.0933363,0.1684965,0.09005,0.1419735,0.1084121,0.0989312,0.1253488,8.5e-06,0.0909829,0.0,4.08e-05,0.0533202,0.004848
2020-08-08,0.1174346,0.145225,0.1160414,0.143858,0.1140001,0.0017764,0.1042301,0.1551564,0.0695203,0.1446307,0.1363243,0.0666322,0.1221347,1e-05,0.0486324,0.0,3.98e-05,0.0439211,0.0044549
2020-08-09,0.1481218,0.1170558,0.1263549,0.1842392,0.1204316,0.0022833,0.1044847,0.1624285,0.0791663,0.1527538,0.1095003,0.0443813,0.1092784,8.1e-06,0.0593096,1.72e-05,3.56e-05,0.0564598,0.0911785
2020-08-10,0.1081565,0.1213919,0.0799483,0.08581,0.1105307,0.0032599,0.1294884,0.1251497,0.0784055,0.1300372,0.1151113,0.0499389,0.1221347,8.4e-06,0.1536785,1.91e-05,3.98e-05,0.0846779,0.1003922
2020-08-11,0.0987133,0.1473961,0.0928342,0.1665724,0.1040914,0.0041557,0.0905755,0.1206054,0.0902429,0.1231645,0.1036265,0.0731564,0.089994,1.02e-05,0.099336,7e-06,2.93e-05,0.1066076,0.0392869
2020-08-12,0.1174888,0.065032,0.0438483,0.1514295,0.1100442,0.0027268,0.1089762,0.128483,0.081477,0.1323855,0.1099983,0.0575908,0.0932081,4.5e-06,0.1086719,1.15e-05,3.03e-05,0.0689974,0.0619649
2020-08-13,0.0810744,0.1018821,0.0902593,0.128715,0.1070545,0.0048308,0.1133964,0.1278776,0.0909582,0.1309976,0.0961665,0.0370515,0.0996362,7e-06,0.0553123,1.53e-05,3.24e-05,0.1254224,0.0810475
2020-08-14,0.1083085,0.0585369,0.0567362,0.1362865,0.1098673,0.0036576,0.0831432,0.1224285,0.0787631,0.1122124,0.0934003,0.0751902,0.0996362,4e-06,0.100332,2.61e-05,3.24e-05,0.0940659,0.1356173
