time_value,115,116,118,119,120,122,123,124,127,129,130,131,134,137,139,140,141
2020-08-01,28.4866618,17.1510022,28.7894659,26.50064,28.7206471,32.0779029,31.2740251,0.0,39.4570101,23.7646539,26.2136105,19.2918906,30.773358,24.8683302,28.1122211,38.5208777,25.0675929
2020-08-02,24.3967756,25.7532672,23.3466267,23.092472,29.0911917,20.1538296,30.3694404,0.0,27.8218053,25.751958,23.1090285,24.5628939,28.9988053,26.9211462,18.1178974,36.4181965,21.2697251
2020-08-03,0.0,18.4429962,25.6435598,28.6537696,31.1202864,19.810344,31.1212901,0.0,29.9247326,24.3499198,29.1381809,20.5818492,31.9939328,23.9406322,26.9624069,33.2135013,22.2571243
2020-08-04,0.0,26.2640348,25.2907567,22.6744327,26.1286657,22.2214895,31.0236499,0.0,33.4186929,25.9434694,25.4585315,27.9229475,35.6871307,30.7867786,21.264754,28.666198,22.3436974
2020-08-05,0.0,14.8451759,23.3073739,27.9230602,33.1389201,20.6965681,33.1943595,0.0,30.4044953,28.1946955,28.0887987,17.7198606,32.7715434,25.9924602,21.1670908,32.8496492,22.5593608
2020-08-06,0.0,22.7462135,22.9441836,24.1613853,33.7777452,28.6958338,27.0632368,24.9295193,25.6641076,21.9883222,23.7124247,21.9460793,36.5796694,22.9637591,30.2696442,35.3831836,20.9952132
2020-08-07,0.0,26.7684556,23.0687323,26.2498128,26.0891509,22.6651846,24.2183885,0.0,33.4088139,21.4836389,20.413595,25.7236576,34.6990484,19.6560059,28.6402677,33.8132911,18.6949305
2020-08-08,0.0,17.2038826,25.1307618,24.6374569,29.2610563,27.1963932,30.1727917,0.0,28.4318942,17.7537241,21.2111827,29.5073432,36.9139047,0.0,21.9750595,32.1266123,23.4799733
2020-08-09,0.0,26.9341934,23.7655179,26.8471598,33.5122655,25.15798,22.7467364,0.0,35.1827598,24.7152829,24.3447886,20.1192948,28.9441255,24.2348853,20.9029506,28.6262351,20.1221382
2020-08-10,0.0,22.0733139,25.0935967,26.545322,32.4004442,20.8811287,22.4227263,0.0,30.6978675,17.9128137,19.9339721,26.1621069,28.8828811,0.0,27.1281827,32.8497362,25.0936478
2020-08-11,0.0,31.0663721,30.7809298,22.3682281,28.7162233,18.2697517,26.9047669,0.0,29.2054302,19.6417861,22.6377433,18.8345758,33.9522977,19.4347284,17.9145745,32.3490944,24.8849682
2020-08-12,0.0,26.4989331,21.6011933,21.193858,22.7245062,16.7472697,24.4869343,0.0,31.391992,20.4487465,22.1707327,18.4939382,28.4130202,0.0,17.5674583,31.6619264,20.1808292
2020-08-13,0.0,24.8150432,22.1416424,20.5602442,20.1005718,0.0,25.2352432,0.0,29.8136937,26.1540593,23.6288104,21.7205053,38.0641047,0.0,18.4840116,34.4319797,25.9855751
2020-08-14,0.0,16.3732517,35.0572557,20.7823685,23.1234407,22.0786792,26.2480449,0.0,28.1546219,18.3935841,23.163834,0.0,34.9580041,0.0,0.0,25.1935729,18.2275528
2020-08-15,0.0,19.6894835,24.6290919,21.4137264,39.0320631,24.0253548,24.1845248,0.0,25.8195063,30.0114094,20.861604,18.4632414,27.0716998,0.0,0.0,24.8203594,18.8031802
2020-08-16,0.0,25.7129239,21.2280149,22.5350787,30.51546,17.5063613,25.0503102,26.7965412,32.057658,29.2218673,19.8472073,29.7313882,30.8687086,16.5449408,0.0,32.3522595,14.7253113
2020-08-17,0.0,22.0000697,18.9175869,20.2474356,31.3406856,0.0,25.8169514,0.0,27.8263211,22.8795748,19.4663103,25.1452248,24.2408172,15.2761205,12.0903456,28.4329376,18.4309237
2020-08-18,0.0,0.0,26.5285817,21.491676,26.9587385,27.2590143,21.508746,0.0,25.6078705,17.115106,19.7771365,0.0,28.6357533,15.5791178,13.6039967,28.6362151,21.1601152
2020-08-19,0.0,14.7197161,21.0844741,17.8756468,25.5410369,16.0206015,21.162309,0.0,24.8452909,19.3020865,20.1750324,0.0,24.3670572,0.0,0.0,33.1399368,19.5914269
2020-08-20,0.0,15.2204323,22.3150722,18.549464,23.4570657,0.0,26.0584712,0.0,25.1969029,20.2764947,22.2394414,0.0,28.4907561,0.0,14.6454301,34.6815578,14.4291398
2020-08-21,0.0,18.017889,19.4816837,26.4538415,25.843547,0.0,23.6210681,0.0,30.7925885,0.0,20.4083271,0.0,32.4426799,0.0,0.0,29.7241208,14.8149394
2020-08-22,0.0,0.0,23.2594316,19.7045024,0.0,0.0,20.1578572,0.0,27.5484076,27.5912012,22.0240061,0.0,21.4127118,0.0,0.0,31.7476862,21.8243161
2020-08-23,0.0,12.2717311,23.4355599,18.0164058,0.0,13.1095763,15.1628596,0.0,24.8026567,29.2640412,19.3402716,0.0,32.1049536,0.0,16.9716173,28.0847925,17.2671712
2020-08-24,0.0,0.0,18.9839829,20.8697101,0.0,0.0,17.1918905,0.0,21.6777844,26.6536854,21.1612965,0.0,21.6173697,0.0,0.0,29.1580753,17.8705636
2020-08-25,0.0,18.1731077,18.8080945,14.1269015,0.0,0.0,22.2361446,0.0,26.5003358,20.7441509,20.6122183,0.0,34.0248348,14.0051504,0.0,35.2229272,17.9395575
2020-08-26,0.0,0.0,20.1632433,22.0897437,0.0,0.0,22.5064042,0.0,23.161433,15.7140311,16.1170866,0.0,23.8031395,0.0,0.0,24.1597985,12.2429606
2020-08-27,0.0,14.7231277,18.2279176,23.1839698,0.0,0.0,24.3688919,0.0,21.4998949,24.9816453,16.2558761,0.0,26.5937941,0.0,0.0,26.0637154,11.7694014
