time_value,437,438,439,440,441
2020-08-01,12.1780757,22.1172884,13.8616109,28.1191589,12.8682338
2020-08-02,11.622906,13.8068239,17.2679197,23.1574881,21.9697193
2020-08-03,13.9849441,13.5560516,12.9444441,25.7116883,12.0767321
2020-08-04,15.7045308,17.506251,11.051752,27.7273528,13.0099961
2020-08-05,10.7523736,19.0335118,13.5489635,27.6810718,19.1175675
2020-08-06,16.7402354,14.3318444,16.3462632,30.8696234,16.151512
2020-08-07,16.3363634,12.5368617,12.1245235,27.6773162,18.8113932
2020-08-08,13.4766661,19.0623478,15.5926992,29.9949485,18.4976542
2020-08-09,11.6707077,14.5327968,14.3409387,23.8837464,17.2937832
2020-08-10,18.7011942,13.8055722,16.2183353,26.0981792,12.2746342
2020-08-11,12.0557205,21.9598414,11.9804552,20.5853698,20.2900442
2020-08-12,13.5637691,17.4263893,14.7004635,28.4918449,14.9747209
2020-08-13,16.8813822,0.0,13.1368157,24.0359329,22.0844603
2020-08-14,17.0478135,16.0525863,14.8374954,28.4567028,14.8161122
2020-08-15,20.7518699,20.7432622,14.1729223,26.6657934,16.0205908
2020-08-16,11.8351075,19.1320753,13.8231895,23.369164,12.9818584
2020-08-17,17.1170072,16.1982363,16.9292737,21.8484346,16.4420967
2020-08-18,12.5825719,12.1697191,18.2004457,22.2321311,15.441944
2020-08-19,15.2085326,0.0,15.1940317,16.3289057,16.3675266
2020-08-20,11.6368656,0.0,13.1018402,22.3416827,24.6204374
2020-08-21,25.7447368,0.0,12.9413723,17.2666352,19.2886638
2020-08-22,16.360311,0.0,15.0108385,20.4310273,18.2466526
2020-08-23,12.320125,0.0,14.9028697,18.1344575,14.1814863
2020-08-24,14.8047299,0.0,13.5841751,18.0281655,16.534072
2020-08-25,16.4113246,0.0,16.0441594,22.0646677,12.5439137
2020-08-26,12.4513276,0.0,14.5530884,22.2649836,13.5082623
2020-08-27,14.1948964,0.0,15.8834469,25.6774778,14.1612966
2020-08-28,18.4491272,0.0,12.9009068,17.8795977,17.2947596
2020-08-29,9.0987568,0.0,13.9286707,23.1564051,11.1884255
2020-08-30,16.7795854,0.0,13.3719892,16.9574238,19.9361267
2020-08-31,14.1750315,12.0690514,15.2443248,13.624978,16.084649
2020-09-01,9.7990205,0.0,14.0968691,19.9436504,21.2970148
2020-09-02,16.5649605,21.5996661,14.4587336,17.6046045,11.2657391
2020-09-03,14.4496604,0.0,13.1107274,15.2232792,10.1519397
2020-09-04,9.1282892,0.0,15.0610048,25.4157291,10.6735857
2020-09-05,13.8688709,0.0,11.6326423,22.7831979,12.4826752
2020-09-06,9.584562,0.0,14.1680364,17.7709846,16.7705922
2020-09-07,10.7147368,0.0,12.1047141,24.7727095,20.9101005
2020-09-08,4.7596016,0.0,12.4144986,21.5901087,13.1891515
2020-09-09,17.2281005,0.0,15.4407478,20.0551965,16.0334521
2020-09-10,13.7509604,0.0,13.784329,16.5471566,13.2728332
2020-09-11,15.2210714,11.9742268,15.6706165,14.4725531,14.3189076
2020-09-12,13.151091,12.7016108,12.3672077,17.9280828,11.3577819
2020-09-13,16.9614863,17.6836001,11.5877016,18.0379138,14.8098059
2020-09-14,16.2703905,0.0,17.30436,20.8886094,11.097768
2020-09-15,13.6058225,0.0,12.4136954,19.8365164,18.0820884
2020-09-16,12.4654674,0.0,11.2282226,26.7254552,14.3633605
2020-09-17,17.1781286,0.0,17.4763698,23.4529025,11.4305761
2020-09-18,14.654382,0.0,16.0384622,17.4981218,8.9719859
2020-09-19,21.1432972,0.0,12.7591161,17.2933839,14.8244177
2020-09-20,13.0110744,0.0,12.6889163,21.082385,8.953123
2020-09-21,15.1621597,0.0,10.3927245,12.9773092,12.9515611
2020-09-22,11.1699638,18.6040677,13.0406702,21.0032434,15.9643433
2020-09-23,8.2222597,0.0,13.8083995,20.9307554,10.9347191
2020-09-24,18.3113481,0.0,8.8360631,24.1629581,15.3821073
2020-09-25,15.3626017,0.0,11.727623,19.3177206,10.5945142
2020-09-26,11.1163452,0.0,9.7789202,18.8798796,11.8116334
2020-09-27,11.868275,0.0,8.7630397,29.4076161,17.1768344
2020-09-28,12.4994857,0.0,17.8836147,22.8633511,24.488481
2020-09-29,10.6473536,0.0,9.6053201,15.7975866,17.6447026
2020-09-30,13.1527161,0.0,8.823392,16.3254881,16.1772589
2020-10-01,0.0,0.0,11.3748638,18.5181143,12.142778
2020-10-02,0.0,0.0,15.3976106,25.9660272,17.6807684
2020-10-03,0.0,0.0,17.0988432,16.5453194,22.0979895
2020-10-04,17.8323483,0.0,15.0712272,37.0758121,12.7076317
2020-10-05,23.4046481,0.0,19.1866451,29.0273052,12.9832565
2020-10-06,18.2089645,0.0,15.2983916,27.5364854,20.9646977
2020-10-07,12.5938902,0.0,18.0356066,21.8663298,17.4914268
2020-10-08,21.2099826,0.0,12.7378831,20.7525918,16.3749383
2020-10-09,19.7584427,0.0,15.7160166,18.2556513,23.0368111
2020-10-10,19.707193,0.0,10.978322,17.4411091,23.3261213
2020-10-11,24.121115,0.0,14.494279,23.5365639,17.3014985
2020-10-12,12.6030763,0.0,20.9654475,27.7880174,12.847472
2020-10-13,22.9188983,0.0,10.4498577,28.0389337,19.0134937
2020-10-14,11.0793506,0.0,12.8010313,22.6221324,17.8367079
2020-10-15,7.1683977,0.0,10.155379,30.0831368,20.7101154
2020-10-16,12.0915732,0.0,15.9689241,26.1368851,15.1077764
2020-10-17,12.7678185,0.0,11.6185016,23.2717361,18.4543163
2020-10-18,22.5064929,0.0,20.400878,18.1114039,19.8037595
2020-10-19,15.3641032,0.0,11.2948898,28.1295537,10.3324222
2020-10-20,10.8014102,0.0,14.4291959,25.4363457,12.6301873
2020-10-21,19.8565232,0.0,16.595973,39.1782613,16.2651387
2020-10-22,0.0,0.0,16.3961779,21.6323025,21.7857266
2020-10-23,12.9916172,0.0,16.1217722,28.4409412,13.9569429
2020-10-24,16.705488,0.0,16.4580796,25.7321699,22.3039429
2020-10-25,0.0,0.0,16.2564973,21.0149599,19.7952606
2020-10-26,0.0,0.0,18.6034821,25.3687104,22.4235658
2020-10-27,0.0,0.0,17.1730733,27.3272617,0.0
2020-10-28,0.0,0.0,18.6134344,17.0326838,0.0
2020-10-29,0.0,0.0,14.547214,24.9236502,0.0
2020-10-30,0.0,0.0,10.2671891,0.0,0.0
2020-10-31,16.6997847,0.0,16.3687911,34.9558599,22.7127095
2020-11-01,11.8574632,0.0,17.4558643,29.9162524,0.0
2020-11-02,24.8322242,0.0,11.7547913,39.1548219,19.9415514
2020-11-03,0.0,0.0,21.8892965,22.0880893,0.0
2020-11-04,0.0,0.0,15.5909257,0.0,0.0
2020-11-05,0.0,0.0,19.0515643,0.0,0.0
2020-11-06,0.0,0.0,18.0908405,33.6620752,0.0
2020-11-07,0.0,0.0,0.0,0.0,0.0
2020-11-08,0.0,0.0,21.1875515,0.0,0.0
2020-11-09,18.486526,0.0,17.8389227,28.2354428,15.5194508
2020-11-10,14.4966749,0.0,16.5396166,31.7171859,21.3961108
2020-11-11,23.6909129,0.0,19.58696,35.2552871,19.3823093
2020-11-12,19.9233932,0.0,17.7851055,32.7619069,21.3717408
2020-11-13,0.0,0.0,21.825116,35.6451118,29.6618582
2020-11-14,28.0916007,0.0,13.5053555,32.7877192,26.4711619
2020-11-15,23.7821214,0.0,17.7819069,35.1085693,21.6279446
