time_value,010
2020-08-01,21.9865594
2020-08-02,22.9616759
2020-08-03,22.0078878
2020-08-04,16.501673
2020-08-05,18.9046193
2020-08-06,19.4448172
2020-08-07,19.7988387
2020-08-08,19.3642194
2020-08-09,17.9781992
2020-08-10,21.480814
2020-08-11,18.0182788
2020-08-12,22.0666934
2020-08-13,16.9956471
2020-08-14,25.1720613
2020-08-15,31.321608
2020-08-16,25.9488094
2020-08-17,34.6238851
2020-08-18,18.7694379
2020-08-19,22.2988166
2020-08-20,18.4418262
2020-08-21,23.1871812
2020-08-22,14.069125
2020-08-23,24.1006969
2020-08-24,23.1311149
2020-08-25,17.3332096
2020-08-26,25.935084
2020-08-27,23.842826
2020-08-28,20.6221794
2020-08-29,24.847253
2020-08-30,21.7661102
2020-08-31,18.8133896
2020-09-01,20.6774038
2020-09-02,20.6033994
2020-09-03,30.1715187
2020-09-04,0.0
2020-09-05,18.9361541
2020-09-06,18.2008057
2020-09-07,20.3809179
2020-09-08,16.8889011
2020-09-09,27.097257
2020-09-10,21.1430103
2020-09-11,21.3823783
2020-09-12,24.6781703
2020-09-13,18.531251
2020-09-14,19.2985309
2020-09-15,27.7061775
2020-09-16,0.0
2020-09-17,0.0
2020-09-18,21.5073531
2020-09-19,27.3814023
2020-09-20,28.4999362
2020-09-21,19.942651
2020-09-22,0.0
2020-09-23,0.0
2020-09-24,12.6672369
2020-09-25,31.5426329
2020-09-26,0.0
2020-09-27,29.1141439
2020-09-28,0.0
2020-09-29,33.0147344
2020-09-30,0.0
2020-10-01,0.0
2020-10-02,0.0
2020-10-03,0.0
2020-10-04,0.0
2020-10-05,30.152279
2020-10-06,39.9447865
2020-10-07,29.9151498
2020-10-08,30.1546669
2020-10-09,32.9721092
2020-10-10,29.3506564
2020-10-11,36.1146355
2020-10-12,40.448606
2020-10-13,0.0
2020-10-14,29.1252435
2020-10-15,24.2016015
2020-10-16,0.0
2020-10-17,36.2607087
2020-10-18,23.3429097
2020-10-19,45.6511716
2020-10-20,32.7118199
2020-10-21,30.7763524
2020-10-22,29.5202625
2020-10-23,31.2512653
2020-10-24,45.0392269
2020-10-25,0.0
2020-10-26,31.8308244
2020-10-27,0.0
2020-10-28,0.0
2020-10-29,0.0
2020-10-30,0.0
2020-10-31,43.0480698
2020-11-01,0.0
2020-11-02,41.2774525
2020-11-03,0.0
2020-11-04,0.0
2020-11-05,0.0
2020-11-06,0.0
2020-11-07,0.0
2020-11-08,0.0
2020-11-09,0.0
2020-11-10,38.8171365
2020-11-11,38.1059659
2020-11-12,38.8004347
2020-11-13,49.3068268
2020-11-14,42.8637396
2020-11-15,0.0
2020-11-16,43.1659578
2020-11-17,39.2976243
2020-11-18,49.9005722
2020-11-19,42.7954361
2020-11-20,42.2903332
2020-11-21,42.6196632
2020-11-22,35.8089341
2020-11-23,39.3341853
2020-11-24,46.7675863
2020-11-25,36.5095369
2020-11-26,39.4578881
2020-11-27,39.1213718
2020-11-28,34.8263524
2020-11-29,36.9690728
2020-11-30,46.2965712
2020-12-01,30.020168
2020-12-02,38.6060289
2020-12-03,42.8352805
2020-12-04,42.3941046
2020-12-05,39.1253878
2020-12-06,32.4741949
2020-12-07,35.0835867
2020-12-08,41.6025935
2020-12-09,35.4850005
2020-12-10,36.3909937
2020-12-11,28.6233424
2020-12-12,44.923602
2020-12-13,39.2494883
2020-12-14,31.5664424
2020-12-15,37.6171408
2020-12-16,32.1493023
2020-12-17,29.1764354
2020-12-18,37.447145
2020-12-19,30.3807632
2020-12-20,24.712019
2020-12-21,28.1194307
2020-12-22,30.4935474
2020-12-23,33.6414913
2020-12-24,37.4000509
2020-12-25,24.6536199
2020-12-26,25.6975671
2020-12-27,29.45175
2020-12-28,29.481713
2020-12-29,32.8567179
2020-12-30,38.902567
2020-12-31,22.1161078
2021-01-01,30.6983504
2021-01-02,25.2405794
2021-01-03,30.2184969
2021-01-04,29.0715162
2021-01-05,30.8971257
2021-01-06,29.5712981
2021-01-07,30.4178747
2021-01-08,27.0335358
2021-01-09,34.6697642
2021-01-10,15.972757
2021-01-11,21.8596355
2021-01-12,26.3554514
