time_value,382,383,385,386,388,390,391,393,394,396,397,399,400,402,406,411,412,413,416,417,418,420
2020-08-01,0.4799778,0.4485727,0.9602346,0.6790378,0.4857263,0.9135618,0.8807243,0.9230552,1.0019245,1.604035,0.9475262,0.6454113,0.5109718,1.7616259,0.601962,0.5842068,1.0047121,0.8176398,0.7627901,0.5867601,0.6526895,0.5374805
2020-08-02,0.4481911,0.4334944,0.952168,0.7576946,0.6519326,0.9917568,0.9154816,0.9424216,0.8915093,1.6131972,0.9461245,0.4504173,0.4091794,1.6251979,0.6765499,0.6763935,0.9977569,0.7594578,0.7487257,0.616764,0.5855562,0.4130392
2020-08-03,0.3535157,0.4895096,1.0626324,1.0384934,0.758972,1.0537613,0.9900108,0.9580464,0.9988152,1.7245135,1.0631125,0.7197991,0.6747801,1.8970569,0.7433018,0.5035426,1.1385706,0.8701644,0.8858028,0.6834533,0.8146801,0.5679289
2020-08-04,0.5228951,0.5164539,1.0873533,0.9426355,0.7380756,0.9398459,0.9604232,0.9957509,1.0479416,1.5732466,1.0562154,0.778013,0.5508502,1.695623,0.7318232,0.5695743,1.0544822,0.7978376,0.7497259,0.5299031,0.7957974,0.6500072
2020-08-05,0.4970547,0.4401663,1.0192899,0.9806707,0.7469609,0.8730634,0.9788384,1.1007404,1.0664383,1.6271931,1.0293524,0.9232514,0.6648021,1.6139933,0.6965301,0.6101861,1.105117,0.8118458,0.8576737,0.6393734,0.7534773,0.660598
2020-08-06,0.4507735,0.5030863,1.0348889,0.8354213,0.6891852,0.8336072,0.951381,1.023172,1.069984,1.4727819,1.0323341,0.859735,0.7456168,1.4985197,0.8523256,0.577163,1.1252396,0.8356031,0.80145,0.4771443,0.7114963,0.6579503
2020-08-07,0.4094406,0.4490679,0.9605744,0.9052671,0.5851376,0.9412982,0.909058,0.982753,0.9918558,1.5100839,0.953063,0.6914389,0.6887318,1.5245705,0.6273484,0.594161,1.0139376,0.7963004,0.7567463,0.5439445,0.7698684,0.4395161
2020-08-08,0.3889605,0.3810505,0.9209896,0.630758,0.5078561,0.9005228,0.8421463,0.9041085,0.9163006,1.3411763,0.9074397,0.7034055,0.4133642,1.2980137,0.6517348,0.5320479,0.9658532,0.6047717,0.470943,0.5666664,0.6332531,0.3058079
2020-08-09,0.2443829,0.4303006,0.8874412,0.8160462,0.4722806,0.6673912,0.8323671,0.9219052,0.8386815,1.3384784,0.904166,0.4961453,0.4396201,1.3501985,0.6116783,0.6170569,0.8968358,0.7000898,0.501436,0.5427517,0.643394,0.321694
2020-08-10,0.265062,0.313692,0.9541458,0.8333,0.5854136,0.8760528,0.8988718,1.0823298,0.9867742,1.2612752,0.9766705,0.7792316,0.4743233,1.4029974,0.6294919,0.6862119,1.0203816,0.7745456,0.7181209,0.4962502,0.6631594,0.4434876
2020-08-11,0.4684351,0.4697526,1.0347884,0.937459,0.5273053,1.0317137,0.927796,1.0356819,1.0402424,1.4265825,0.9649951,0.6404519,0.5812021,1.3957085,0.5882927,0.5957686,1.0150875,0.8123848,0.8227915,0.3400141,0.5994877,0.4514307
2020-08-12,0.3441881,0.488625,0.9930011,0.8461073,0.5777252,0.8498828,1.0405532,1.001403,1.0465207,1.4231855,0.9658323,0.700893,0.6245611,1.4331421,0.6042723,0.6130229,1.0323019,0.8228759,0.816354,0.5614985,0.9017207,0.4884983
2020-08-13,0.3078105,0.4507941,0.9861345,0.8763242,0.6134739,0.7889367,0.9564373,0.9792348,0.9643204,1.3838956,0.9292039,0.7083414,0.6038613,1.4577467,0.5571191,0.5826659,0.9947309,0.7259404,0.8048497,0.5699563,0.5857083,0.364057
2020-08-14,0.2882225,0.4288522,0.9713249,0.6724135,0.715779,0.7811206,0.8966421,0.8691712,0.9413209,1.3158715,0.8837273,0.7111241,0.5852375,1.2563015,0.6553307,0.5855642,0.930513,0.7504467,0.688594,0.4414012,0.7185678,0.3772954
2020-08-15,0.4300072,0.4931101,1.0173223,0.7735324,0.6741643,0.9370334,0.8830183,0.8726638,0.843875,1.2246892,0.873019,0.5462924,0.4317341,1.1708719,0.5979852,0.5595519,0.9398989,0.7505948,0.5052633,0.4700224,0.5271149,0.3005125
2020-08-16,0.2583742,0.5323327,0.909656,0.8021917,0.7157067,0.7233858,0.8080508,0.7801458,0.7976957,1.1726368,0.8592976,0.6996196,0.3954403,1.2972791,0.6801691,0.5119368,0.8907673,0.6172119,0.6495509,0.4831086,0.6980804,0.4368684
2020-08-17,0.4178687,0.5156177,0.9214728,0.7192921,0.6251718,0.7762868,0.7578517,0.8686573,0.7927523,1.1273844,0.8511564,0.6131298,0.5159144,1.234195,0.6165602,0.4745679,0.8457594,0.732307,0.6290735,0.3972227,0.6337699,0.4646691
2020-08-18,0.2807605,0.4402732,0.9033605,0.7940146,0.7395768,0.7857411,0.8023039,0.8664148,0.8451869,1.2475055,0.8907348,0.7049256,0.5230494,1.2062254,0.5652163,0.6877028,0.9637625,0.7255893,0.4349125,0.5288007,0.5703534,0.3945054
2020-08-19,0.3182246,0.4408819,0.8863599,0.7615753,0.6950294,0.7848206,0.8978568,0.8418176,0.9766811,1.1098206,0.8690511,0.7122294,0.5439323,1.3016583,0.5261127,0.5175963,0.9320481,0.731763,0.6509299,0.3128477,0.5534515,0.4646691
2020-08-20,0.4229995,0.4221666,0.8332983,0.7454352,0.7425287,0.8171205,0.8089747,0.9667548,0.8597767,1.1140768,0.8498946,0.7008048,0.5004617,1.2732018,0.5789097,0.7236672,0.8724364,0.7301853,0.6625925,0.5761518,0.630476,0.3547901
2020-08-21,0.5149113,0.40461,0.8288577,0.7902029,0.6667441,0.7516306,0.817835,0.8830993,0.8243033,1.1174629,0.7940846,0.7172307,0.5643582,1.2231517,0.556691,0.5321383,0.8522514,0.7075958,0.4990376,0.3984155,0.6326845,0.5692528
2020-08-22,0.2770294,0.3951445,0.7696654,0.7814754,0.7721316,0.5562377,0.7723909,0.8869799,0.8573412,0.9816011,0.8097108,0.549414,0.5722017,1.1075367,0.560477,0.3850102,0.8187247,0.6234739,0.6164452,0.3340013,0.6036656,0.3018363
2020-08-23,0.2844915,0.4368847,0.8116618,0.5475102,0.6995073,0.7657258,0.7812086,0.7646225,0.7661951,0.9801258,0.7605151,0.5145338,0.4584499,0.9074257,0.5936987,0.506121,0.795268,0.6850955,0.413273,0.4402378,0.4895814,0.381267
2020-08-24,0.3852295,0.476652,0.8983264,0.4888375,0.7394662,0.7690826,0.8304431,0.8613047,0.8242479,1.0198886,0.7686974,0.6260903,0.5789811,1.1162579,0.6507345,0.6876661,0.8494124,0.7481161,0.7173973,0.4795301,0.7864642,0.4289253
