time_value,154,155,156,158,161,163,164,166,170,171,172,173,175
2020-08-01,0.8667922,0.9570397,0.962,0.8785505,0.976999,0.949987,0.7945756,0.965272,0.7206783,0.7098264,0.5367842,0.549246,0.6948861
2020-08-02,0.7521997,0.8853826,0.884,0.8521692,0.880887,0.896746,0.84247,0.8782559,0.7333565,0.6881698,0.4605771,0.5446617,0.7265392
2020-08-03,0.8245219,1.0087455,1.006,0.9451057,1.009962,1.0096835,0.9287893,0.9950523,0.8437047,0.8518087,0.6618661,0.5615149,0.8780103
2020-08-04,0.7969412,0.9662475,0.97,0.8602073,0.968302,0.9566839,0.8686978,0.95408,0.7994525,0.8405725,0.5961519,0.6157503,0.9161133
2020-08-05,0.8359581,1.0081254,1.012,0.9436742,1.010019,0.9371951,0.8779311,0.9739733,0.7654587,0.7659326,0.7173987,0.6397602,0.9190283
2020-08-06,0.9389403,1.0525932,1.056,0.966833,1.049491,1.0188541,0.9582205,1.0494866,0.7804918,0.857826,0.6773526,0.6815066,0.8621119
2020-08-07,0.8685693,1.0062415,1.01,0.9443433,1.010849,0.9410959,0.8934293,0.9797304,0.8329796,0.6997926,0.6036285,0.5512947,0.8376837
2020-08-08,0.8525889,0.9385491,0.936,0.9230576,0.94449,0.9572476,0.9122167,0.9510268,0.7524251,0.7699514,0.5273414,0.5305372,0.7684621
2020-08-09,0.8261515,0.9544509,0.956,0.8727722,0.95883,0.9733148,0.8399303,0.968405,0.7673264,0.6209274,0.5205746,0.6951547,0.8182057
2020-08-10,0.8561344,0.9119588,0.91,0.8665333,0.906038,0.9072977,0.8788325,0.9009509,0.6989908,0.7788288,0.643926,0.6638538,0.6792503
2020-08-11,0.8193788,0.9178737,0.924,0.9017573,0.92117,0.8979965,0.7508296,0.9210938,0.7952601,0.7437134,0.6657856,0.6027825,0.8017956
2020-08-12,0.9005986,0.9479516,0.948,0.9701867,0.949981,0.9629678,0.8417488,0.9591306,0.7123145,0.6590399,0.7198772,0.7094516,0.8679998
2020-08-13,0.8679319,0.9470116,0.944,0.9173541,0.946264,0.9697625,0.9335933,0.9516049,0.7834234,0.7571214,0.6516526,0.5935111,0.8365866
2020-08-14,0.8098328,0.9192815,0.918,0.9114844,0.921962,0.9252197,0.918287,0.9170254,0.7087597,0.6874766,0.5722312,0.6234095,0.7172398
2020-08-15,0.7673578,0.8769483,0.88,0.7856121,0.870095,0.8735863,0.7883425,0.8808378,0.6485421,0.6371296,0.4656208,0.5200149,0.7361998
2020-08-16,0.7353428,0.844236,0.848,0.837939,0.837246,0.8249279,0.7414743,0.8463374,0.5850061,0.5950346,0.4662366,0.5152779,0.7948692
2020-08-17,0.8460868,0.998687,0.998,0.9215205,0.9790389,0.9571321,0.9811926,0.9617858,0.8484251,0.7842165,0.5710299,0.6895655,0.7631181
2020-08-18,0.8459016,0.9471421,0.946,0.9189987,0.940623,0.9549902,0.9128672,0.945764,0.6595401,0.6972311,0.6213077,0.6138761,0.8911874
2020-08-19,0.7955658,0.9350635,0.938,0.8706644,0.934887,0.9008248,0.8439293,0.9190109,0.7959464,0.7430951,0.5965039,0.6519506,0.9150126
2020-08-20,0.8253243,0.9056255,0.906,0.8666327,0.900623,0.9221421,0.8625745,0.9143258,0.7514141,0.6692219,0.541706,0.667669,0.8533373
2020-08-21,0.7962159,0.8935147,0.894,0.8043968,0.887491,0.8498423,0.8305514,0.8628903,0.6813118,0.6927783,0.4910676,0.5752187,0.8961746
2020-08-22,0.7545336,0.8809408,0.882,0.8336077,0.879453,0.8381599,0.8268804,0.8637519,0.6771015,0.6645345,0.5287529,0.6689668,0.8962408
2020-08-23,0.670268,0.8574913,0.856,0.776863,0.840718,0.8980187,0.7927752,0.8628792,0.6801447,0.6899779,0.5354221,0.669923,0.9602945
2020-08-24,0.7638773,0.9865836,0.988,0.8867144,0.984887,0.9063265,0.9017073,0.9361395,0.7632848,0.7999436,0.6965701,0.7739518,1.3788661
2020-08-25,0.7383729,0.9299907,0.932,0.7875628,0.9147369,0.8792281,0.8430808,0.900705,0.7013167,0.7083036,0.5691954,0.7671691,1.1014361
2020-08-26,0.8046216,0.9487008,0.952,0.8688288,0.9358689,0.9066178,0.8370161,0.9266981,0.7217616,0.7438821,0.5657282,0.754056,1.0938442
2020-08-27,0.7442327,0.9456174,0.948,0.833832,0.936114,0.8879983,0.8168216,0.9060264,0.7426843,0.7219242,0.6434852,0.7237173,1.1898777
2020-08-28,0.7092628,0.8821362,0.888,0.7650353,0.874982,0.8064834,0.7528273,0.8502247,0.6444729,0.6872192,0.5069254,0.7328368,0.9656765
2020-08-29,0.6453912,0.8010433,0.802,0.7342586,0.803981,0.7682791,0.7270413,0.7790993,0.6436665,0.5421524,0.5230156,0.7342575,0.8201066
2020-08-30,0.7103572,0.8309568,0.836,0.7216144,0.82468,0.8097798,0.7197969,0.8273013,0.6654984,0.602606,0.5070519,0.6479378,0.9724221
2020-08-31,0.8094225,0.9253198,0.932,0.8379381,0.9147369,0.8545211,0.7792844,0.9102261,0.7158196,0.8450846,0.6153091,0.7966152,1.0423453
2020-09-01,0.7640274,0.8728157,0.874,0.7818945,0.870321,0.8359696,0.7977741,0.8487995,0.5895828,0.712039,0.5255091,0.7192821,1.016339
2020-09-02,0.7463655,0.8940227,0.9,0.7798234,0.8818879,0.8276808,0.7632901,0.8700148,0.6954405,0.7782868,0.576792,0.7251612,2.161765
2020-09-03,0.7345747,0.8752416,0.888,0.8338319,0.890547,0.7741428,0.6501194,0.8638757,0.7004812,0.5705702,0.5615165,0.7838404,1.6144366
2020-09-04,0.6951908,0.8489428,0.852,0.7630221,0.843227,0.8052431,0.7846719,0.8311984,0.6434918,0.6635816,0.4310404,0.6611863,1.1864087
2020-09-05,0.6822627,0.8206964,0.822,0.7382723,0.814925,0.8437057,0.7573904,0.835966,0.5813009,0.5176425,0.4266077,0.666426,0.8305765
2020-09-06,0.6742378,0.7935382,0.796,0.7079072,0.791472,0.7521503,0.7146311,0.7746781,0.7508252,0.5963004,0.4697659,0.6797824,0.900382
2020-09-07,0.7172717,0.7692005,0.776,0.6961319,0.774019,0.7423286,0.6298837,0.7787363,0.6613901,0.6990047,0.5781667,0.5928547,0.9338397
2020-09-08,0.7845092,0.8339021,0.834,0.7708719,0.828623,0.8256886,0.841985,0.8336649,0.6923046,0.6307798,0.5559659,0.7306891,0.8926448
2020-09-09,0.7460133,0.869443,0.876,0.7907564,0.881377,0.8655311,0.7534224,0.8846102,0.6193259,0.6638544,0.679606,0.6963875,0.7959209
2020-09-10,0.7411506,0.8599195,0.866,0.8083941,0.863736,0.8245562,0.7753015,0.8596365,0.657252,0.6591793,0.5999618,0.6996023,0.995533
2020-09-11,0.7260771,0.8216372,0.824,0.7523921,0.819189,0.8277624,0.7214398,0.8311506,0.6455527,0.7474975,0.5464195,0.5996256,0.7499513
2020-09-12,0.6618846,0.7890313,0.79,0.6988847,0.782359,0.7905471,0.7021421,0.7908885,0.5994343,0.5701921,0.4472278,0.577993,0.7955115
2020-09-13,0.6919195,0.7428139,0.744,0.7498487,0.749377,0.7583327,0.7013604,0.7563389,0.463987,0.5210209,0.4357361,0.5451676,0.6869252
2020-09-14,0.6713906,0.8473214,0.854,0.7680359,0.867018,0.8335259,0.7111884,0.8518478,0.6813162,0.7042259,0.6044697,0.5867981,0.8785142
2020-09-15,0.780376,0.895431,0.902,0.8323099,0.895774,0.8578494,0.7622645,0.8905319,0.7015654,0.7688117,0.6010402,0.5648168,0.5896049
2020-09-16,0.7273151,0.8886164,0.894,0.7679398,0.883246,0.8306956,0.785234,0.8619487,0.7176706,0.7634133,0.6012603,0.6678345,0.8637692
2020-09-17,0.7429605,0.8518754,0.852,0.8054406,0.851151,0.8343397,0.8042761,0.8402476,0.6613643,0.7096982,0.5080061,0.6758617,0.6986905
2020-09-18,0.7061051,0.79047,0.792,0.7765725,0.788038,0.7619031,0.7313808,0.7810039,0.5329123,0.653562,0.5004879,0.6405018,0.5527755
