time_value,373,374,375,376,377,379,380
2020-08-01,0.7246424,0.6267095,0.8472233,0.5609187,0.8142512,0.8317497,0.7262484
2020-08-02,0.8568569,0.5876968,0.6690671,0.5038007,0.7827641,0.7864847,0.7556997
2020-08-03,0.9865068,0.6877937,0.6707755,0.5821064,0.8469143,0.8626991,0.8194126
2020-08-04,0.8186153,0.7081555,0.7871696,0.57766,0.8917632,0.8073969,0.7878694
2020-08-05,0.9855582,0.8739353,0.7901912,0.6382959,0.8422211,0.8315309,0.8257625
2020-08-06,0.8554528,0.5924952,0.7439341,0.5929071,0.8342712,0.8372502,0.7680722
2020-08-07,0.9379045,0.7037172,0.7240652,0.5191448,0.8343506,0.780546,0.734092
2020-08-08,0.8771198,0.5485457,0.5268161,0.5310466,0.7022818,0.7762638,0.7345117
2020-08-09,0.7447662,0.6775247,0.6257262,0.6573948,0.7859997,0.7094442,0.7641771
2020-08-10,0.9861423,0.7455312,0.6742678,0.5833439,0.8183865,0.8353884,0.8131902
2020-08-11,0.970361,0.5772279,0.7682529,0.5457721,0.7931151,0.8139823,0.7810598
2020-08-12,0.9384124,0.7221662,0.8001895,0.5064192,0.7906603,0.7816879,0.8281968
2020-08-13,0.8792992,0.6028308,0.7188946,0.6091114,0.8167401,0.6912989,0.767164
2020-08-14,0.7775389,0.6784287,0.6654407,0.5193861,0.7247167,0.661027,0.7269239
2020-08-15,0.6982236,0.5712102,0.7195386,0.5013595,0.7583908,0.6487917,0.647745
2020-08-16,0.7088251,0.5651667,0.7185318,0.5294498,0.6506626,0.5907451,0.6899731
2020-08-17,0.9310665,0.6185978,0.6960349,0.518633,0.8410085,0.7943142,0.7626184
2020-08-18,0.8011528,0.7128479,0.7784261,0.6125964,0.7918132,0.7059889,0.7495586
2020-08-19,0.8298036,0.6316189,0.7001147,0.4944566,0.7393172,0.7990173,0.7580606
2020-08-20,0.8557662,0.6186154,0.8832231,0.511727,0.7331214,0.6555356,0.7536045
2020-08-21,0.7024877,0.609645,0.6195066,0.4984128,0.7351414,0.7106688,0.7336055
2020-08-22,0.676552,0.3462853,0.4117653,0.5154058,0.7045186,0.5927559,0.6129273
2020-08-23,0.8493871,0.7449414,0.6997205,0.4404298,0.7568526,0.6424186,0.6784776
2020-08-24,0.9256346,0.6939453,0.7517095,0.4906413,0.7510637,0.6862666,0.7528708
2020-08-25,0.9546164,0.6428976,0.6829199,0.5405526,0.75432,0.6660249,0.7596716
2020-08-26,0.8326416,0.6732788,0.6924888,0.5155628,0.7891005,0.6557982,0.7525727
2020-08-27,0.867376,0.5148238,0.6071739,0.53906,0.7285151,0.6538947,0.716687
2020-08-28,0.8192087,0.4628439,0.753499,0.4725214,0.7467472,0.6007992,0.6490962
2020-08-29,0.7111289,0.5628471,0.5081683,0.441187,0.7013679,0.5997419,0.6491808
2020-08-30,0.7673328,0.6105081,0.6411893,0.400699,0.7786336,0.6281419,0.6666231
2020-08-31,0.8735975,0.5701659,0.6566989,0.4446209,0.8749445,0.6709871,0.7891835
2020-09-01,0.7625654,0.6106238,0.682893,0.3886211,0.8144155,0.7197098,0.7251592
2020-09-02,0.8353667,0.5439533,0.7310355,0.4261148,0.8232852,0.6580169,0.7395364
2020-09-03,0.8196037,0.599408,0.7839113,0.4836351,0.7485838,0.7393615,0.7084356
2020-09-04,0.6938487,0.6131266,0.6405839,0.4803867,0.7049106,0.6592248,0.6865985
2020-09-05,0.7945349,0.401544,0.4385052,0.4563071,0.6604853,0.5929477,0.6162912
2020-09-06,0.7319719,0.3412745,0.7128871,0.4199523,0.566862,0.6228973,0.6398733
2020-09-07,0.7884741,0.5761641,0.6715931,0.5417311,0.6794655,0.6800858,0.6553182
2020-09-08,0.840329,0.5898796,0.8277006,0.509627,0.7906233,0.7234988,0.7949763
2020-09-09,0.7587846,0.6813482,0.6887961,0.5309677,0.7892906,0.76579,0.7464953
2020-09-10,0.8721333,0.5426265,0.7938745,0.5017067,0.786465,0.6560447,0.7338686
2020-09-11,0.6833235,0.4018239,0.6835469,0.5259403,0.7068493,0.7909568,0.7306886
2020-09-12,0.7063816,0.4193191,0.5828232,0.37192,0.6365185,0.642968,0.6848137
2020-09-13,0.7590756,0.4142942,0.7021664,0.4358522,0.6989151,0.5931797,0.6379729
2020-09-14,0.8470477,0.5865135,0.6595791,0.5142925,0.7637391,0.7280173,0.7049447
2020-09-15,0.8844076,0.392696,0.7740149,0.4801183,0.7684887,0.7472098,0.7607634
2020-09-16,0.7732841,0.7551922,0.7780472,0.4845769,0.7120128,0.7221839,0.7165887
2020-09-17,0.8220316,0.6082846,0.7560952,0.5518098,0.7367588,0.7888009,0.7002156
2020-09-18,0.6918793,0.4395777,0.6417393,0.487222,0.6301467,0.6883673,0.653763
2020-09-19,0.6729597,0.4267734,0.4436593,0.4232123,0.6251353,0.6035754,0.6104184
2020-09-20,0.7131701,0.5090856,0.598281,0.4430081,0.5512212,0.5892321,0.6272112
2020-09-21,0.768909,0.4131955,0.7116932,0.5840411,0.752204,0.7339424,0.7561749
2020-09-22,0.797638,0.5126036,0.7599277,0.4842941,0.6941084,0.709872,0.6958424
2020-09-23,0.7806657,0.653856,0.8195003,0.5481141,0.7428731,0.662455,0.7122035
2020-09-24,0.8384207,0.4637938,0.7770147,0.4639619,0.7182604,0.6439156,0.7396525
2020-09-25,0.5446033,0.578825,0.6118102,0.3795836,0.7061595,0.6998691,0.7423229
2020-09-26,0.6745213,0.3018666,0.6928372,0.4228198,0.553603,0.6228108,0.6391166
2020-09-27,0.7071649,0.5189135,0.8298537,0.5613205,0.643755,0.6149276,0.6822341
2020-09-28,0.7171416,0.5235689,0.7116623,0.4874519,0.7682276,0.7283346,0.7485785
2020-09-29,0.7148091,0.5619928,0.6653734,0.4998148,0.7524037,0.7083552,0.706233
2020-09-30,0.842932,0.5238407,0.7856463,0.6567385,0.6563585,0.6453677,0.7201216
2020-10-01,0.7915961,0.3817243,0.6985384,0.5283961,0.692156,0.6324235,0.6906064
2020-10-02,0.6827884,0.4666173,0.8168036,0.6363508,0.7766625,0.722852,0.7773253
2020-10-03,0.6667046,0.4441641,0.7666356,0.5101891,0.6857101,0.665516,0.6948977
2020-10-04,0.7319384,0.3604802,0.7901654,0.6885751,0.7550807,0.6439952,0.7759055
2020-10-05,0.8632299,0.5276516,0.8939032,0.7081017,0.8841719,0.7393975,0.8351001
2020-10-06,0.8175603,0.5385988,0.9716011,0.6663815,0.8535798,0.7887786,0.8638441
2020-10-07,0.828321,0.4958755,0.9096917,0.6627401,0.8055019,0.7771902,0.8311395
2020-10-08,0.7752054,0.5597357,0.8942281,0.5483809,0.7995507,0.7575476,0.8122528
2020-10-09,0.7899732,0.4709969,0.7503446,0.4960559,0.7050036,0.6354005,0.8189439
2020-10-10,0.6728761,0.3695279,0.5742251,0.5984931,0.666304,0.7031785,0.6905013
2020-10-11,0.7180555,0.3614249,0.7594466,0.45717,0.726592,0.6242032,0.6892688
2020-10-12,0.7272928,0.71064,0.7503916,0.5882759,0.8009437,0.6739825,0.7514885
2020-10-13,0.7463583,0.5531941,0.7546331,0.5871432,0.6885291,0.6975679,0.7301424
2020-10-14,0.8266264,0.5762925,0.7499511,0.590248,0.6796374,0.7131962,0.7408717
2020-10-15,0.6887542,0.3279489,0.6647518,0.663189,0.8064098,0.6707714,0.7803913
2020-10-16,0.6156926,0.5204725,0.6687324,0.4691932,0.6775843,0.6334234,0.6964241
2020-10-17,0.6276221,0.5094546,0.4299895,0.4815356,0.6777032,0.6346998,0.6258706
2020-10-18,0.6778777,0.492648,0.755815,0.6880588,0.7335322,0.6138409,0.731205
2020-10-19,0.800316,0.5348478,0.8641967,0.5856524,0.7854709,0.7480145,0.7927485
2020-10-20,0.688379,0.4751742,0.7924675,0.5579322,0.789792,0.8216871,0.794822
2020-10-21,0.7843804,0.5123819,0.8342622,0.5935724,0.7756142,0.7470767,0.7907764
