time_value,250,251,253,256
2020-09-09,0.0,0.0,0.0,0.0
2020-09-10,0.0,0.0,0.0,0.0
2020-09-11,0.0,0.0,0.0,0.0
2020-09-12,0.0,6.759603,0.0,0.0
2020-09-13,0.0,6.7697388,0.0,0.0
2020-09-14,0.0,7.0904923,0.0,0.0
2020-09-15,0.0,9.8909264,0.0,0.0
2020-09-16,0.0,10.8425865,0.0,0.0
2020-09-17,0.0,11.4360468,0.0,0.0
2020-09-18,0.0,11.784285,0.0,0.0
2020-09-19,0.0,11.9817033,0.0,0.0
2020-09-20,0.0,14.1239134,0.0,0.0
2020-09-21,0.0,12.5359328,0.0,0.0
2020-09-22,0.0,9.1388786,0.0,0.0
2020-09-23,0.0,10.8072749,0.0,0.0
2020-09-24,0.0,9.8036862,0.0,0.0
2020-09-25,0.0,9.5665105,0.0,0.0
2020-09-26,0.0,8.7822105,0.0,0.0
2020-09-27,0.0,7.7844426,0.0,0.0
2020-09-28,0.0,7.040926,0.0,0.0
2020-09-29,0.0,8.9230531,0.0,0.0
2020-09-30,0.0,5.811974,0.0,0.0
2020-10-01,0.0,7.9369487,0.0,0.0
2020-10-02,0.0,8.7728365,0.0,0.0
2020-10-03,0.0,9.6501377,0.0,0.0
2020-10-04,0.0,10.269606,0.0,0.0
2020-10-05,0.0,11.7507013,0.0,0.0
2020-10-06,0.0,9.6779766,0.0,0.0
2020-10-07,0.0,10.0994188,0.0,9.3954588
2020-10-08,0.0,9.2048428,0.0,10.2554628
2020-10-09,0.0,12.5398588,0.0,10.0828069
2020-10-10,0.0,11.9301678,0.0,0.0
2020-10-11,0.0,10.6348035,0.0,0.0
2020-10-12,0.0,9.3799127,0.0,0.0
2020-10-13,0.0,10.1758931,0.0,0.0
2020-10-14,0.0,10.2540927,0.0,0.0
2020-10-15,0.0,9.2600337,0.0,0.0
2020-10-16,0.0,6.3722784,0.0,0.0
2020-10-17,0.0,8.1773365,0.0,0.0
2020-10-18,0.0,8.2547672,0.0,0.0
2020-10-19,0.0,9.3952563,0.0,0.0
2020-10-20,0.0,9.3724567,0.0,0.0
2020-10-21,0.0,12.0677643,0.0,0.0
2020-10-22,0.0,12.2176172,0.0,16.6706868
2020-10-23,0.0,12.1297822,0.0,19.3092091
2020-10-24,0.0,10.1170357,0.0,16.9758563
2020-10-25,0.0,11.9786163,0.0,15.9913804
2020-10-26,0.0,11.6317244,0.0,16.8820688
2020-10-27,0.0,9.4733076,0.0,14.3830447
2020-10-28,0.0,7.2079494,0.0,0.0
2020-10-29,0.0,6.4310776,0.0,0.0
2020-10-30,0.0,11.4244908,0.0,0.0
2020-10-31,0.0,10.7910445,0.0,0.0
2020-11-01,0.0,11.8015522,0.0,0.0
2020-11-02,0.0,15.1258214,0.0,0.0
2020-11-03,0.0,17.1695103,0.0,0.0
2020-11-04,0.0,18.8084195,0.0,0.0
2020-11-05,0.0,19.952834,0.0,0.0
2020-11-06,0.0,19.315127,0.0,0.0
2020-11-07,0.0,22.110311,0.0,0.0
2020-11-08,0.0,26.2940316,0.0,0.0
2020-11-09,0.0,22.0763688,0.0,0.0
2020-11-10,0.0,22.1789282,0.0,0.0
2020-11-11,0.0,21.0759237,0.0,0.0
2020-11-12,0.0,22.2476969,0.0,30.7564014
2020-11-13,0.0,18.7718889,0.0,30.2373813
2020-11-14,0.0,18.4012016,0.0,28.7063267
2020-11-15,0.0,13.4330388,0.0,25.2104954
2020-11-16,0.0,15.1277606,0.0,27.735733
2020-11-17,0.0,15.8438836,0.0,26.1231342
