time_value,154,155,156,158,161,163,164,166,170,171,172,173
2020-09-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-09-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-09-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-09-12,0.0,0.0,10.0739474,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-09-13,0.0,0.0,12.2885151,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-09-14,0.0,0.0,7.3189742,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-09-15,0.0,0.0,4.1604861,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.9789353
2020-09-16,0.0,0.0,4.8870204,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.3376733
2020-09-17,0.0,0.0,4.6777145,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.5652746
2020-09-18,0.0,0.0,6.8733155,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.5571656
2020-09-19,0.0,0.0,10.5288347,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.4310614
2020-09-20,0.0,0.0,7.0341093,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.6577557
2020-09-21,0.0,0.0,8.9241039,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.5078677
2020-09-22,0.0,0.0,9.0113567,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.5366183
2020-09-23,0.0,0.0,7.670294,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.6642406
2020-09-24,0.0,0.0,7.9876703,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.2807655
2020-09-25,0.0,0.0,10.9659647,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.5851578
2020-09-26,0.0,0.0,6.9043193,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-09-27,0.0,0.0,7.6348877,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.8613138
2020-09-28,0.0,0.0,6.5960826,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-09-29,0.0,0.0,7.6307311,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.5396598
2020-09-30,0.0,0.0,6.7607877,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.4936857
2020-10-01,0.0,0.0,4.4032999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-10-02,0.0,0.0,6.6508336,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-10-03,0.0,0.0,7.1712539,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-10-04,0.0,0.0,7.1428751,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-10-05,0.0,0.0,5.9186663,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-10-06,0.0,0.0,4.9805381,0.0,0.0,0.0,0.0,12.3612327,0.0,0.0,0.0,0.0
