time_value,023,025,033,043,056,058,065,069,073,077,079,080,081,082,085,086,089,091,096
2020-09-09,0.0,0.0,0.0,0.0,9.84425,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-09-10,0.0,0.0,0.0,0.0,5.5773153,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-09-11,0.0,0.0,0.0,0.0,6.9094419,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-09-12,0.0,0.0,0.0,0.0,6.7888411,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-09-13,0.0,0.0,0.0,0.0,6.115486,0.0,0.0,0.0,0.0,0.0,0.0,3.0001536,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-09-14,0.0,0.0,0.0,0.0,7.0029716,0.0,0.0,0.0,0.0,0.0,0.0,3.3727783,2.0279112,0.0,0.0,0.0,0.0,0.0,0.0
2020-09-15,0.0,0.0,0.0,0.0,8.0368529,0.0,0.0,0.0,0.0,0.0,0.0,7.2134582,0.4273504,6.0376807,0.0,0.0,0.0,0.0,0.0
2020-09-16,0.0,0.0,0.0,0.0,7.5909504,0.0,0.0,0.0,0.0,0.0,0.0,6.6363866,1.3839791,3.5345014,0.0,0.0,0.0,0.0,0.0
2020-09-17,0.0,0.0,0.0,0.0,8.535256,0.0,0.0,0.0,0.0,0.0,0.0,6.4247816,3.3683849,2.4044121,0.0,0.0,0.0,0.0,0.0
2020-09-18,0.0,0.0,0.0,0.0,8.2211134,0.0,0.0,0.0,0.0,0.0,0.0,6.6576282,3.6692692,0.0,0.0,0.0,0.0,0.0,0.0
2020-09-19,0.0,0.0,0.0,0.0,8.0861953,0.0,0.0,0.0,0.0,0.0,0.0,5.9322877,3.5359025,0.0,0.0,0.0,0.0,0.0,0.0
2020-09-20,0.0,0.0,0.0,0.0,10.8280318,0.0,0.0,0.0,0.0,0.0,0.0,9.1852552,3.5038658,0.0,0.0,0.0,0.0,0.0,0.0
